Symbol,Name,LastPrice,MarketCap,ADR TSO,IPOyear,Sector,Industry
FEM,First Trust Emerging Markets AlphaDEX Fund,28.26,693783056.5,n/a,n/a,n/a,n/a
RNEM,First Trust Emerging Markets Equity Select ETF,52.41,5241104.82,n/a,n/a,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,38.6188,54066397.24,n/a,n/a,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,41.47,340054082.9,n/a,n/a,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,60.005,2118159939,n/a,n/a,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,40.68,943776081.4,n/a,n/a,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,44.4857,82298633.97,n/a,n/a,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,50.15,265795100.3,n/a,n/a,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,21.39,282419314.3,n/a,n/a,n/a,n/a
FTLB,First Trust Hedged BuyWrite Income ETF,22.66,9064045.32,n/a,n/a,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,47.58,1194258095,n/a,n/a,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,42.8701,4287095.74,n/a,n/a,n/a,n/a
NFTY,First Trust India Nifty 50 Equal Weight ETF,37.21,3721074.42,n/a,n/a,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,27.66,8019408.48,n/a,n/a,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,13.03,9121026.06,n/a,n/a,n/a,n/a
LEGR,First Trust Indxx Innovative Transaction & Process ETF,30.18,46779060.36,n/a,n/a,n/a,n/a
FPXI,First Trust International IPO ETF,37.01,27757574.02,n/a,n/a,n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,17.685,14148035.37,n/a,n/a,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,58.75,170375117.5,n/a,n/a,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,60.8,1504800122,n/a,n/a,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,67.87,895884135.7,n/a,n/a,n/a,n/a
RNLC,First Trust Large Cap US Equity Select ETF,22.28,17824044.56,n/a,n/a,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,53.46,1069200107,n/a,n/a,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,17.89,16995535.78,n/a,n/a,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,51.23,1316611102,n/a,n/a,n/a,n/a
FMB,First Trust Managed Municipal ETF,52.6998,382073655.4,n/a,n/a,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,35.3171,19424475.63,n/a,n/a,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,69.79,820032639.6,n/a,n/a,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,44.13,183139588.3,n/a,n/a,n/a,n/a
RNMC,First Trust Mid Cap US Equity Select ETF,22.2242,7778514.448,n/a,n/a,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,36.5754,47548093.15,n/a,n/a,n/a,n/a
FAD,First Trust Multi Cap Growth AlphaDEX Fund,73.36,161392146.7,n/a,n/a,n/a,n/a
FAB,First Trust Multi Cap Value AlphaDEX Fund,56.83,96611113.66,n/a,n/a,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.5,707625037,n/a,n/a,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.85,13387535.7,n/a,n/a,n/a,n/a
FMHI,First Trust Municipal High Income ETF,50.265,27645850.53,n/a,n/a,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,58.28,381734116.6,n/a,n/a,n/a,n/a
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,30.4442,16744370.89,n/a,n/a,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,30.58,1388332061,n/a,n/a,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,20.0683,95324465.14,n/a,n/a,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,51.31,35917102.62,n/a,n/a,n/a,n/a
CIBR,First Trust NASDAQ Cybersecurity ETF,26.96,669956053.9,n/a,n/a,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,19.36,968038.72,n/a,n/a,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,41.2199,20610032.44,n/a,n/a,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,25.15,27665050.3,n/a,n/a,n/a,n/a
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.5,3225043,n/a,n/a,n/a,n/a
FTXD,First Trust Nasdaq Retail ETF,23.03,1151546.06,n/a,n/a,n/a,n/a
FTXL,First Trust Nasdaq Semiconductor ETF,34.82,47007069.64,n/a,n/a,n/a,n/a
FONE,First Trust NASDAQ Smartphone Index Fund,51.62,15486103.24,n/a,n/a,n/a,n/a
TDIV,First Trust NASDAQ Technology Dividend Index Fund,37.18,896223900,n/a,n/a,n/a,n/a
FTXR,First Trust Nasdaq Transportation ETF,24.8801,3732064.76,n/a,n/a,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,61.47,559377122.9,n/a,n/a,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,49.99,92481599.98,n/a,n/a,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,80.6,2623530161,n/a,n/a,n/a,n/a
AIRR,First Trust RBA American Industrial Renaissance ETF,27.11,197903054.2,n/a,n/a,n/a,n/a
QINC,First Trust RBA Quality Income ETF,24.94,29928049.88,n/a,n/a,n/a,n/a
RDVY,First Trust Rising Dividend Achievers ETF,31.08,531468062.2,n/a,n/a,n/a,n/a
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,60.76,63798121.52,n/a,n/a,n/a,n/a
RFDI,First Trust RiverFront Dynamic Developed International ETF,64.67,679035129.3,n/a,n/a,n/a,n/a
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,72.47,155810644.9,n/a,n/a,n/a,n/a
RFEU,First Trust RiverFront Dynamic Europe ETF,66.01,174926632,n/a,n/a,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,48.025,1548806346,n/a,n/a,n/a,n/a
FYX,First Trust Small Cap Core AlphaDEX Fund,66.46,614755132.9,n/a,n/a,n/a,n/a
FYC,First Trust Small Cap Growth AlphaDEX Fund,48.62,272272097.2,n/a,n/a,n/a,n/a
RNSC,First Trust Small Cap US Equity Select ETF,22.6303,4526105.261,n/a,n/a,n/a,n/a
FYT,First Trust Small Cap Value AlphaDEX Fund,38.6726,67677127.35,n/a,n/a,n/a,n/a
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.65,4330043.3,n/a,n/a,n/a,n/a
FKO,First Trust South Korea AlphaDEX Fund,28.61,2861057.22,n/a,n/a,n/a,n/a
FCVT,First Trust SSI Strategic Convertible Securities ETF,30.49,152450061,n/a,n/a,n/a,n/a
FDIV,First Trust Strategic Income ETF,49.22,86135098.44,n/a,n/a,n/a,n/a
FSZ,First Trust Switzerland AlphaDEX Fund,52.63,257887105.3,n/a,n/a,n/a,n/a
FIXD,First Trust TCW Opportunistic Fixed Income ETF,49.27,268521598.5,n/a,n/a,n/a,n/a
TUSA,First Trust Total US Market AlphaDEX ETF,34.73,17365069.46,n/a,n/a,n/a,n/a
FKU,First Trust United Kingdom AlphaDEX Fund,42.96,12888085.92,n/a,n/a,n/a,n/a
RNDV,First Trust US Equity Dividend Select ETF,21.6792,4335883.358,n/a,n/a,n/a,n/a
FUNC,First United Corporation,20.75,146649068.8,n/a,n/a,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",11.59,70551389.76,n/a,n/a,Finance,Major Banks
SVVC,"Firsthand Technology Value Fund, Inc.",13.4817,98445341.73,n/a,n/a,n/a,n/a
FSV,FirstService Corporation,72.12,2494881850,n/a,n/a,Finance,Real Estate
FISV,"Fiserv, Inc.",75.07,30736417873,n/a,1986,Technology,EDP Services
FIVE,"Five Below, Inc.",99.05,5509001232,n/a,2012,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",17.34,610529071.3,n/a,2013,Health Care,Major Pharmaceuticals
FVE,Five Star Senior Living Inc.,1.4,70751693.6,n/a,n/a,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",37.43,2159108340,n/a,2014,Technology,EDP Services
FLEX,Flex Ltd.,14.15,7466464292,n/a,1994,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",4.0112,72255879.56,n/a,2015,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",26.5,997377585,n/a,2014,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,48.96,58752048.96,n/a,n/a,n/a,n/a
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,49.93,27461549.93,n/a,n/a,n/a,n/a
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.08,50776023.08,n/a,n/a,n/a,n/a
ASET,FlexShares Real Assets Allocation Index Fund,28.235,11999903.24,n/a,n/a,n/a,n/a
ESGG,FlexShares STOXX Global ESG Impact Index Fund,97.25,72937597.25,n/a,n/a,n/a,n/a
ESG,FlexShares STOXX US ESG Impact Index Fund,65.65,26260065.65,n/a,n/a,n/a,n/a
QLC,FlexShares US Quality Large Cap Index Fund,34.94,47169034.94,n/a,n/a,n/a,n/a
FPAY,"FlexShopper, Inc.",3.04,16095283.04,n/a,n/a,Technology,Diversified Commercial Services
FLXS,"Flexsteel Industries, Inc.",38.83,305005883.5,n/a,n/a,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",55.11,7561880349,n/a,1993,Capital Goods,Industrial Machinery/Components
FLNT,"Fluent, Inc.",3,225654132,n/a,n/a,Consumer Services,Advertising
FLDM,Fluidigm Corporation,5.52,214817528.9,n/a,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,27.53,785211238.1,n/a,n/a,Finance,Major Banks
FNBG,FNB Bancorp,39.28,294333838.7,n/a,n/a,Finance,Major Banks
FNCB,FNCB Bancorp Inc.,9,150922872,n/a,n/a,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,5.13,207784422.2,n/a,2014,Consumer Durables,Specialty Chemicals
FONR,Fonar Corporation,27.75,178020717.8,n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT,"ForeScout Technologies, Inc.",31.65,1271716496,n/a,2017,Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,2.83,3501304.3,1237210,n/a,Technology,Computer Software: Prepackaged Software
FORM,"FormFactor, Inc.",14.1,1029749282,n/a,2003,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,38.85,6844631.85,176181,n/a,Technology,EDP Services
FORR,"Forrester Research, Inc.",44.3,796691200,n/a,1996,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",9.01,578658780.6,n/a,2016,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",61.5,10337972573,n/a,2009,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",3.31,175106103.3,n/a,n/a,Health Care,Major Pharmaceuticals
FBIOP,"Fortress Biotech, Inc.",22,0,n/a,n/a,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,59.93,1762840770,n/a,n/a,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",1.55,14750658.7,n/a,n/a,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,2.71,31122412.35,11484285,2014,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",27.77,1367363836,n/a,1993,Consumer Non-Durables,Consumer Specialties
FMI,"Foundation Medicine, Inc.",95.05,3520438518,n/a,2013,Health Care,Medical Specialities
FOXF,Fox Factory Holding Corp.,42.7,1608625870,n/a,2013,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,6.13,221276547.1,n/a,2011,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",48.2,2242147790,n/a,n/a,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",1.66,61630917.94,n/a,1992,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",17.43,216900192.4,n/a,2005,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",8.5,74202297,n/a,n/a,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",23.6,830738880,n/a,2014,Consumer Non-Durables,Packaged Foods
FTEO,"FRONTEO, Inc.",21.8,1163793,53385,2013,n/a,n/a
FTR,Frontier Communications Corporation,7.32,586610160,n/a,n/a,Public Utilities,Telecommunications Equipment
FTRPR,Frontier Communications Corporation,12.38,0,n/a,n/a,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",59.1,591866819.7,n/a,n/a,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",59.97,221646241.4,n/a,2012,Finance,Banks
FSBC,"FSB Bancorp, Inc.",17.35,33680739.55,n/a,n/a,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",6.17,171275744.8,n/a,n/a,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",1.14,27551154.06,n/a,n/a,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",1.74,142041185.1,n/a,n/a,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",3.8135,68220014.21,n/a,2016,Health Care,Medical Specialities
FORK,Fuling Global Inc.,3.5936,56707744.69,n/a,2015,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",3.41,91777623.19,n/a,n/a,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,17.75,3119633500,n/a,n/a,Finance,Major Banks
FNKO,"Funko, Inc.",11.3,545944098.1,n/a,2017,Consumer Non-Durables,Recreational Products/Toys
FSNN,"Fusion Connect, Inc.",4,306334804,n/a,n/a,Technology,Computer Software: Prepackaged Software
FTFT,Future FinTech Group Inc.,2.08,54227852.64,n/a,n/a,Consumer Non-Durables,Packaged Foods
FFHL,"Fuwei Films (Holdings) Co., Ltd.",3.3501,10940880.53,n/a,2006,Capital Goods,Specialty Chemicals
WILC,"G. Willi-Food International,  Ltd.",7,92686391,n/a,n/a,Consumer Non-Durables,Food Distributors
GTHX,"G1 Therapeutics, Inc.",38.39,1255524910,n/a,2017,Health Care,Major Pharmaceuticals
FOANC,Gabelli NextShares Trust,100.04,0,n/a,n/a,n/a,n/a
GRBIC,Gabelli NextShares Trust,99.99,0,n/a,n/a,n/a,n/a
MOGLC,Gabelli NextShares Trust,100.04,0,n/a,n/a,n/a,n/a
GAIA,"Gaia, Inc.",19.6,350521068.8,n/a,1999,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,102.67,1102298796,10736328,2015,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,5.42,204554306.7,n/a,n/a,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,7.33,106082794.6,n/a,2014,Health Care,Major Pharmaceuticals
GLPI,"Gaming and Leisure Properties, Inc.",35.28,7532353629,n/a,n/a,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,8.68,69031276.16,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,61.43,11580870708,n/a,2000,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,8.58,137703440.2,n/a,2013,n/a,n/a
GLIBA,"GCI Liberty, Inc.",43.37,4727460110,n/a,n/a,Public Utilities,Telecommunications Equipment
GLIBP,"GCI Liberty, Inc.",23.99,861121050,n/a,n/a,Public Utilities,Telecommunications Equipment
GDS,GDS Holdings Limited,39.15,1858817688,47479379,2016,Technology,"Computer Software: Programming, Data Processing"
GEMP,Gemphire Therapeutics Inc.,6.95,98914575.35,n/a,2016,Health Care,Major Pharmaceuticals
GENC,Gencor Industries Inc.,15.65,226701111.1,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks
GFN,General Finance Corporation,11.1,297003299.4,n/a,n/a,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,103.1972,0,n/a,n/a,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,25.6511,0,n/a,n/a,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,1.12,12000675.68,10714889,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",2.9399,25039037.16,n/a,n/a,Consumer Services,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",7.08,392319862.8,n/a,2010,Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",0.9328,80765408.75,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",51.72,1829887373,n/a,2005,Health Care,Medical Specialities
GNPX,"Genprex, Inc.",10.69,148558138.9,n/a,2018,Health Care,Major Pharmaceuticals
GNTX,Gentex Corporation,24.55,6723117566,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,37.85,1392634467,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
GEOS,Geospace Technologies Corporation,12.91,175290895.6,n/a,n/a,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",37.26,855767112.5,n/a,n/a,Finance,Major Banks
GERN,Geron Corporation,3.79,655975674.9,n/a,1996,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",3.48,210491.28,n/a,2011,Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",39.9,1267226833,n/a,1993,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,3.19,35256629.65,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
GIII,"G-III Apparel Group, LTD.",48.77,2397192249,n/a,1989,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,8.61,471828972.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",71.9,93488753821,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",40.98,3463280123,n/a,n/a,Finance,Major Banks
GLAD,Gladstone Capital Corporation,9.17,246652468.4,n/a,2001,Consumer Non-Durables,Textiles
GLADN,Gladstone Capital Corporation,25.4279,0,n/a,n/a,Consumer Non-Durables,Textiles
GOOD,Gladstone Commercial Corporation,18.65,530118435.7,n/a,2003,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,25.005,0,n/a,n/a,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,26.92,30958000,n/a,n/a,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,26.49,26490000,n/a,n/a,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,11.66,382709871.9,n/a,2005,n/a,n/a
GAINM,Gladstone Investment Corporation,25.22,0,n/a,n/a,n/a,n/a
GAINN,Gladstone Investment Corporation,25.3273,0,n/a,n/a,n/a,n/a
GAINO,Gladstone Investment Corporation,25.3699,0,n/a,n/a,n/a,n/a
LAND,Gladstone Land Corporation,12.84,197494595.2,n/a,2013,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,25.5,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,11.6,32570700.4,n/a,n/a,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",48.05,2490232044,n/a,2015,Health Care,Major Pharmaceuticals
ENT,Global Eagle Entertainment Inc.,2.53,230375768.5,n/a,2011,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,39.72,564370040.6,n/a,n/a,Finance,Property-Casualty Insurers
GBLIL,Global Indemnity Limited,25.7097,0,n/a,n/a,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,25.64,0,n/a,n/a,Finance,Property-Casualty Insurers
SELF,"Global Self Storage, Inc.",4.16,32001315.84,n/a,n/a,Consumer Services,Real Estate Investment Trusts
GWRS,"Global Water Resources, Inc.",9.18,180215021.9,n/a,2016,Public Utilities,Water Supply
DRIV,Global X Autonomous & Electric Vehicles ETF,15.68,0,n/a,n/a,n/a,n/a
KRMA,Global X Conscious Companies ETF,20.26,0,n/a,n/a,n/a,n/a
FINX,Global X FinTech ETF,26.17,0,n/a,n/a,n/a,n/a
AIQ,Global X Future Analytics Tech ETF,15.51,0,n/a,n/a,n/a,n/a
BFIT,Global X Health & Wellness Thematic ETF,18.95,0,n/a,n/a,n/a,n/a
SNSR,Global X Internet of Things ETF,20.65,0,n/a,n/a,n/a,n/a
LNGR,Global X Longevity Thematic ETF,20.63,0,n/a,n/a,n/a,n/a
MILN,Global X Millennials Thematic ETF,22.1201,16593370.89,n/a,n/a,n/a,n/a
EFAS,Global X MSCI SuperDividend EAFE ETF,17.5883,0,n/a,n/a,n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,31.55,25240000,n/a,n/a,n/a,n/a
BOTZ,Global X Robotics & Artificial Intelligence ETF,23.46,0,n/a,n/a,n/a,n/a
CATH,Global X S&P 500 Catholic Values ETF,34.22,0,n/a,n/a,n/a,n/a
SOCL,Global X Social Media ETF,36.24,150396000,n/a,n/a,n/a,n/a
ALTY,Global X SuperDividend Alternatives ETF,14.86,0,n/a,n/a,n/a,n/a
SRET,Global X SuperDividend REIT ETF,15.06,3012000,n/a,n/a,n/a,n/a
YLCO,Global X Yieldco Index ETF,11.76,2940000,n/a,n/a,n/a,n/a
GLBS,Globus Maritime Limited,0.79,25291033.93,n/a,n/a,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,5.67,791872999.5,n/a,2007,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",18.18,772598277.9,n/a,2014,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,5.09,442852100.8,n/a,2013,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,27.35,2765085000,n/a,n/a,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,15.71,1096059380,n/a,2011,Consumer Services,Marine Transportation
GMLPP,Golar LNG Partners LP,25.1,0,n/a,n/a,Consumer Services,Marine Transportation
DNJR,GOLDEN BULL LIMITED,6.469,95627992.5,n/a,2018,Finance,Finance: Consumer Services
GDEN,"Golden Entertainment, Inc.",30.81,843812757.1,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,8.74,1260724872,n/a,n/a,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",18.31,1096174493,n/a,2010,n/a,n/a
GTIM,Good Times Restaurants Inc.,3.5,43639141,n/a,n/a,Consumer Services,Restaurants
GSHD,"Goosehead Insurance, Inc.",18.74,229635593.6,n/a,2018,Finance,Specialty Insurers
GPRO,"GoPro, Inc.",6.09,902028900.4,n/a,2014,Miscellaneous,Industrial Machinery/Components
GPAQ,Gordon Pointe Acquisition Corp.,9.72,39092129.28,n/a,2018,Finance,Business Services
